Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64042293,02/10/2025 12:17:32 PM,02/10/2025 12:24:48 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 12:24:51 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64042228,02/10/2025 12:12:38 PM,02/10/2025 12:24:31 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 12:24:34 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64045121,02/10/2025 11:11:46 AM,02/10/2025 11:31:50 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 11:31:55 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64035530,02/10/2025 11:09:58 AM,02/10/2025 11:31:34 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 11:31:36 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64045058,02/10/2025 10:30:47 AM,02/10/2025 11:22:47 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11001,86 AVENUE,86 AVENUE,86 AVENUE,258 STREET,86 AVENUE,258 STREET,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,02/10/2025 11:22:51 AM,13 QUEENS,,QUEENS,1064984,206499,PHONE,Unspecified,QUEENS,,,,,,,,40.73310025376501,-73.70869153283712,"(40.73310025376501, -73.70869153283712)"
64035555,02/10/2025 09:45:40 AM,02/10/2025 12:29:36 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11222,251 KINGSLAND AVENUE,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,02/10/2025 12:29:40 PM,01 BROOKLYN,3026880019,BROOKLYN,1000450,203424,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72501375843028,-73.9415535439068,"(40.72501375843028, -73.9415535439068)"
64042288,02/10/2025 09:03:51 AM,02/10/2025 09:12:42 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 09:12:46 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64043769,02/10/2025 09:03:46 AM,02/10/2025 09:13:03 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 09:13:05 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64045224,02/10/2025 09:02:07 AM,02/10/2025 09:14:13 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 09:14:16 AM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
64039710,02/10/2025 09:01:57 AM,02/10/2025 09:15:09 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 09:15:13 AM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
64038356,02/10/2025 09:01:34 AM,02/10/2025 09:13:24 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 09:13:27 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64045163,02/10/2025 08:36:49 AM,02/10/2025 10:59:16 AM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 10:59:20 AM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Van Wyck Expwy,North/Bronx Bound,Roadway,Liberty Ave (Exit 4) - Atlantic Ave (Exit 5),,,
64035624,02/10/2025 02:44:42 AM,02/10/2025 06:19:54 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11237,392 LINDEN STREET,LINDEN STREET,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,LINDEN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/10/2025 06:19:58 AM,04 BROOKLYN,3033380012,BROOKLYN,1008624,194613,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.700810929293674,-73.91209525466817,"(40.700810929293674, -73.91209525466817)"
64045181,02/10/2025 02:06:49 AM,02/10/2025 02:24:38 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/10/2025 02:24:42 AM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64028164,02/09/2025 10:26:24 PM,02/10/2025 12:48:13 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,10314,100 RICHMOND HILL ROAD,RICHMOND HILL ROAD,STATEN IS MALL DRIVE,BEND,STATEN IS MALL DRIVE,BEND,ADDRESS,STATEN ISLAND,RICHMOND HILL ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,02/10/2025 12:48:16 AM,02 STATEN ISLAND,5024000118,STATEN ISLAND,938410,152198,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58430593040438,-74.16503346355964,"(40.58430593040438, -74.16503346355964)"
64028207,02/09/2025 09:15:24 PM,02/09/2025 10:18:10 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11222,239 KINGSLAND AVENUE,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,02/09/2025 10:18:13 PM,01 BROOKLYN,3026880025,BROOKLYN,1000463,203317,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.724720045645974,-73.94150690021884,"(40.724720045645974, -73.94150690021884)"
64028206,02/09/2025 08:29:04 PM,02/09/2025 10:56:27 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 10:56:31 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64030182,02/09/2025 07:21:38 PM,02/09/2025 11:01:24 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 11:01:27 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64027398,02/09/2025 05:15:06 PM,02/09/2025 07:52:54 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10128,1585 3 AVENUE,3 AVENUE,EAST   89 STREET,EAST   90 STREET,EAST   89 STREET,EAST   90 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/09/2025 07:52:57 PM,08 MANHATTAN,1015350001,MANHATTAN,997405,223763,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.780844199912835,-73.95249951998096,"(40.780844199912835, -73.95249951998096)"
64030128,02/09/2025 02:54:17 PM,02/10/2025 12:43:21 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11235,1720 SHORE BOULEVARD,SHORE BOULEVARD,OXFORD STREET,PEMBROKE STREET,OXFORD STREET,PEMBROKE STREET,ADDRESS,BROOKLYN,SHORE BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/10/2025 12:43:24 AM,15 BROOKLYN,3087580097,BROOKLYN,1001535,150903,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.580853084870974,-73.93777368032488,"(40.580853084870974, -73.93777368032488)"
64034253,02/09/2025 02:07:50 PM,02/09/2025 02:08:45 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 02:08:48 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64028345,02/09/2025 01:59:12 PM,02/09/2025 02:06:25 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 02:06:28 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64033236,02/09/2025 01:59:07 PM,02/09/2025 02:08:21 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 02:08:24 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64030207,02/09/2025 09:34:29 AM,02/09/2025 09:36:39 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 09:36:41 AM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
64033163,02/09/2025 09:33:50 AM,02/09/2025 09:38:04 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 09:38:08 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64027399,02/09/2025 09:33:46 AM,02/09/2025 09:37:03 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 09:37:07 AM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
64028133,02/09/2025 09:14:44 AM,02/09/2025 09:38:59 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 09:39:02 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64032040,02/09/2025 09:11:49 AM,02/09/2025 09:39:15 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 09:39:17 AM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64032831,02/09/2025 03:09:52 AM,02/09/2025 03:43:26 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/09/2025 03:43:30 AM,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Roadway,La Guardia Airport 94 St (Exit 7) - La Guardia Airport/Steinway St (Exit 5),,,
64021608,02/08/2025 11:05:37 PM,02/08/2025 11:10:22 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11213,EASTERN PARKWAY,EASTERN PARKWAY,EASTERN PARKWAY,UTICA AVENUE,EASTERN PARKWAY,UTICA AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/08/2025 11:10:25 PM,08 BROOKLYN,,BROOKLYN,1003358,182945,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66879788262019,-73.9311201452519,"(40.66879788262019, -73.9311201452519)"
64026576,02/08/2025 10:41:07 PM,02/09/2025 12:10:10 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11223,599 AVENUE Z,AVENUE Z,WEST    3 STREET,WEST    2 STREET,WEST    3 STREET,WEST    2 STREET,ADDRESS,BROOKLYN,AVENUE Z,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,02/09/2025 12:10:15 AM,13 BROOKLYN,3072130040,BROOKLYN,992090,152794,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58605688917104,-73.9717736576177,"(40.58605688917104, -73.9717736576177)"
64021142,02/08/2025 10:23:20 PM,02/09/2025 03:29:44 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11378,58-29 64 STREET,64 STREET,58 ROAD,59 AVENUE,58 ROAD,59 AVENUE,ADDRESS,MASPETH,64 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,02/09/2025 03:29:49 AM,05 QUEENS,4027530220,QUEENS,1011739,201789,ONLINE,Unspecified,QUEENS,,,,,,,,40.7204982042823,-73.90083172834896,"(40.7204982042823, -73.90083172834896)"
64019379,02/08/2025 08:47:00 PM,02/08/2025 09:01:54 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/08/2025 09:01:57 PM,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,BQE/Gowanus Expwy,West/Staten Island Bound,Roadway,Atlantic Ave (Exit 27) - Hamilton Ave Battery Tun Manhattan (Exit 26),,,
64023560,02/08/2025 08:32:42 PM,02/08/2025 10:18:09 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11223,599 AVENUE Z,AVENUE Z,WEST    3 STREET,WEST    2 STREET,WEST    3 STREET,WEST    2 STREET,ADDRESS,BROOKLYN,AVENUE Z,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,02/08/2025 10:18:12 PM,13 BROOKLYN,3072130040,BROOKLYN,992090,152794,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58605688917104,-73.9717736576177,"(40.58605688917104, -73.9717736576177)"
64026421,02/08/2025 06:50:38 PM,02/08/2025 08:55:19 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/08/2025 08:55:25 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64022521,02/08/2025 05:00:38 PM,02/08/2025 10:39:09 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11360,208-22 CROSS ISLAND PARKWAY,CROSS ISLAND PARKWAY,ESTATES LANE,208 PLACE,ESTATES LANE,208 PLACE,ADDRESS,BAYSIDE,CROSS ISLAND PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,02/08/2025 10:39:12 PM,07 QUEENS,4058430140,QUEENS,1043740,226726,ONLINE,Unspecified,QUEENS,,,,,,,,40.788786405680845,-73.78516584224018,"(40.788786405680845, -73.78516584224018)"
64025578,02/08/2025 01:45:37 PM,02/08/2025 02:57:26 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/08/2025 02:57:29 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64019382,02/08/2025 12:57:59 PM,02/08/2025 02:57:46 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/08/2025 02:57:49 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64025577,02/08/2025 10:02:33 AM,02/08/2025 11:02:14 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/08/2025 11:02:17 AM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64023972,02/08/2025 07:11:50 AM,02/08/2025 08:15:48 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Highway,,,,,,,,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,02/08/2025 08:15:50 AM,Unspecified STATEN ISLAND,,STATEN ISLAND,,,ONLINE,Unspecified,STATEN ISLAND,,,,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Roadway,Huguenot Ave Foster Rd - Maguire Ave/Bloomingdale Rd/Arthur Kill Rd,,,
64025566,02/08/2025 05:05:00 AM,02/08/2025 05:20:50 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,LAFAYETTE STREET,LAFAYETTE STREET,LAFAYETTE STREET,PRINCE STREET,LAFAYETTE STREET,PRINCE STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/08/2025 05:20:54 AM,02 MANHATTAN,,MANHATTAN,985227,202935,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72368635200795,-73.99647524407254,"(40.72368635200795, -73.99647524407254)"
64022526,02/08/2025 03:05:43 AM,02/08/2025 03:13:47 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11360,208-22 CROSS ISLAND PARKWAY,CROSS ISLAND PARKWAY,ESTATES LANE,208 PLACE,ESTATES LANE,208 PLACE,ADDRESS,BAYSIDE,CROSS ISLAND PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,02/08/2025 03:13:54 AM,07 QUEENS,4058430140,QUEENS,1043740,226726,ONLINE,Unspecified,QUEENS,,,,,,,,40.788786405680845,-73.78516584224018,"(40.788786405680845, -73.78516584224018)"
64026323,02/08/2025 02:55:28 AM,02/08/2025 02:57:02 AM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11360,208-22 CROSS ISLAND PARKWAY,CROSS ISLAND PARKWAY,ESTATES LANE,208 PLACE,ESTATES LANE,208 PLACE,ADDRESS,BAYSIDE,CROSS ISLAND PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,02/08/2025 02:57:08 AM,07 QUEENS,4058430140,QUEENS,1043740,226726,ONLINE,Unspecified,QUEENS,,,,,,,,40.788786405680845,-73.78516584224018,"(40.788786405680845, -73.78516584224018)"
64016897,02/07/2025 07:59:45 PM,02/07/2025 10:20:16 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11420,128-20 152 AVENUE,152 AVENUE,124 STREET,125 STREET,124 STREET,125 STREET,ADDRESS,SOUTH OZONE PARK,152 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,02/07/2025 10:20:21 PM,10 QUEENS,,QUEENS,1035181,181241,ONLINE,Unspecified,QUEENS,,,,,,,,40.663994915284455,-73.81641880420757,"(40.663994915284455, -73.81641880420757)"
64017127,02/07/2025 01:20:35 PM,02/07/2025 04:08:59 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11237,119 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,HART STREET,DEKALB AVENUE,HART STREET,DEKALB AVENUE,ADDRESS,BROOKLYN,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,02/07/2025 04:09:02 PM,04 BROOKLYN,3032390001,BROOKLYN,1006931,196320,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70550074271699,-73.91819530034384,"(40.70550074271699, -73.91819530034384)"
64018245,02/07/2025 10:26:51 AM,02/07/2025 10:27:21 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,77-42 160 STREET,160 STREET,77 ROAD,78 AVENUE,77 ROAD,78 AVENUE,ADDRESS,FRESH MEADOWS,160 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,02/07/2025 10:27:26 AM,08 QUEENS,4068280008,QUEENS,1037465,202756,ONLINE,Unspecified,QUEENS,,,,,,,,40.723035034391216,-73.80801616820261,"(40.723035034391216, -73.80801616820261)"
